chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr2	166095911	166248820	+	6326	SCN2A	522	1.85978363E-1	DAVIES_SUCCESS
chr2	166326156	166545917	+	80034	CSRNP3	545	2.8708655E-1	DAVIES_SUCCESS
chr2	166604312	166651169	-	2591	GALNT3	208	2.81361333E-2	DAVIES_SUCCESS
chr2	166713985	166810348	-	79809	TTC21B	333	1.4608809E-2	DAVIES_SUCCESS
chr2	166790366	166804831	+	100506134	LOC100506134	165	4.51985233E-2	DAVIES_SUCCESS
chr2	166845669	167005642	-	6323	SCN1A	635	3.46741844E-2	DAVIES_SUCCESS
chr2	167051696	167232497	-	6335	SCN9A	759	1.85754909E-1	DAVIES_SUCCESS
chr2	167260082	167350717	-	6332	SCN7A	448	2.13505009E-1	DAVIES_SUCCESS
chr2	167744996	168116261	+	129446	XIRP2	975	9.31789666E-1	DAVIES_SUCCESS
chr2	168675181	168727366	+	8708	B3GALT1	333	5.96830116E-1	DAVIES_SUCCESS
chr2	168810529	169104105	-	27347	STK39	853	6.47173564E-1	DAVIES_SUCCESS
chr2	169312758	169631644	+	253782	CERS6	692	3.6039855E-1	DAVIES_SUCCESS
chr2	169439452	169439528	+	100616356	MIR4774	110	7.9826224E-2	DAVIES_SUCCESS
chr2	169628460	169642939	-	100861402	CERS6-AS1	207	3.61617353E-1	DAVIES_SUCCESS
chr2	169643048	169721849	+	115677	NOSTRIN	353	2.64328813E-1	DAVIES_SUCCESS
chr2	169727400	169746944	-	57405	SPC25	262	2.91582944E-1	DAVIES_SUCCESS
chr2	169757749	169766510	+	57818	G6PC2	234	3.02639345E-1	DAVIES_SUCCESS
chr2	169779448	169887833	-	8647	ABCB11	394	4.5332387E-1	DAVIES_SUCCESS
chr2	169921298	169952677	+	10170	DHRS9	162	5.74139159E-1	DAVIES_SUCCESS
chr2	169983618	170219122	-	4036	LRP2	628	7.39856777E-1	DAVIES_SUCCESS
chr2	170336005	170382772	+	10324	KLHL41	332	3.7745878E-3	DAVIES_SUCCESS
chr2	170386262	170430424	-	79675	FASTKD1	312	2.39616893E-3	DAVIES_SUCCESS
chr2	170440849	170494254	+	9360	PPIG	434	1.40939853E-2	DAVIES_SUCCESS
chr2	170501934	170550931	-	129881	CCDC173	469	2.8061853E-2	DAVIES_SUCCESS
chr2	170550963	170608396	+	100526832	PHOSPHO2-KLHL23	573	1.63645773E-2	DAVIES_SUCCESS
chr2	170590355	170608396	+	151230	KLHL23	439	9.98487485E-3	DAVIES_SUCCESS
chr2	170655321	170668571	+	6741	SSB	388	1.01773949E-4	DAVIES_SUCCESS
chr2	170668267	170681420	-	29081	METTL5	359	5.8602711E-5	DAVIES_SUCCESS
chr2	170684017	170940639	+	130507	UBR3	1073	4.85585279E-6	DAVIES_SUCCESS
chr2	171034654	171511674	+	140469	MYO3B	1535	2.58024664E-1	DAVIES_SUCCESS
chr2	171568948	171571077	-	440925	LOC440925	309	2.88833952E-1	DAVIES_SUCCESS
chr2	171571856	171574498	+	389058	SP5	303	2.73753522E-1	DAVIES_SUCCESS
chr2	171627603	171634757	+	100505695	LOC100505695	264	9.92955352E-2	DAVIES_SUCCESS
chr2	171673199	171717659	+	2571	GAD1	215	3.84664745E-2	DAVIES_SUCCESS
chr2	171784947	171823643	+	26003	GORASP2	194	7.4063602E-3	DAVIES_SUCCESS
chr2	171847332	172087824	-	9874	TLK1	583	1.4320884E-2	DAVIES_SUCCESS
chr2	172173912	172291312	-	79828	METTL8	308	5.18078518E-1	DAVIES_SUCCESS
chr2	172290726	172341562	+	80067	DCAF17	295	4.64382727E-1	DAVIES_SUCCESS
chr2	172378756	172414643	+	79901	CYBRD1	364	3.80930856E-1	DAVIES_SUCCESS
chr2	172543918	172606668	+	1781	DYNC1I2	293	2.78076004E-2	DAVIES_SUCCESS
chr2	172639914	172750816	-	8604	SLC25A12	309	9.47084489E-2	DAVIES_SUCCESS
chr2	172778934	172848600	+	8520	HAT1	244	8.77424202E-2	DAVIES_SUCCESS
chr2	172864803	172945587	+	254042	METAP1D	309	1.16269924E-1	DAVIES_SUCCESS
chr2	172950207	172954401	+	1745	DLX1	213	3.69556177E-1	DAVIES_SUCCESS
chr2	172964165	172967478	-	1746	DLX2	206	3.48329266E-1	DAVIES_SUCCESS
chr2	173292081	173371181	+	3655	ITGA6	522	1.47838804E-1	DAVIES_SUCCESS
chr2	173420100	173489823	+	5163	PDK1	453	1.16240549E-1	DAVIES_SUCCESS
chr2	173587917	173600934	-	91149	RAPGEF4-AS1	233	4.06585477E-1	DAVIES_SUCCESS
chr2	173600524	173917620	+	11069	RAPGEF4	752	4.60479327E-1	DAVIES_SUCCESS
chr2	173940564	174132737	+	51776	ZAK	586	3.27421784E-1	DAVIES_SUCCESS
chr2	174062440	174146764	-	339751	MLK7-AS1	425	4.13493613E-1	DAVIES_SUCCESS
chr2	174219560	174233718	+	83879	CDCA7	289	2.41568802E-1	DAVIES_SUCCESS
chr2	174771186	174830430	-	6670	SP3	334	4.2933605E-2	DAVIES_SUCCESS
chr2	174937174	175113365	-	29789	OLA1	661	5.07523671E-1	DAVIES_SUCCESS
chr2	175190754	175195370	+	285084	LOC285084	175	5.34283877E-1	DAVIES_SUCCESS
chr2	175199820	175202268	+	100131390	SP9	167	5.57178122E-1	DAVIES_SUCCESS
chr2	175212877	175260443	-	9541	CIR1	307	5.81931248E-1	DAVIES_SUCCESS
chr2	175260456	175294303	+	79634	SCRN3	272	5.21569882E-1	DAVIES_SUCCESS
chr2	175296299	175351816	-	151556	GPR155	286	6.95402352E-1	DAVIES_SUCCESS
chr2	175424301	175547627	-	7456	WIPF1	360	1.76468632E-1	DAVIES_SUCCESS
chr2	175612322	175629200	-	1134	CHRNA1	286	4.39352036E-1	DAVIES_SUCCESS
chr2	175664041	175870107	-	1123	CHN1	365	1.8892295E-1	DAVIES_SUCCESS
chr2	175936977	176032934	-	1386	ATF2	344	5.10375191E-1	DAVIES_SUCCESS
chr2	176032360	176032437	-	100126350	MIR933	164	6.89089066E-1	DAVIES_SUCCESS
chr2	176040985	176046490	-	518	ATP5G3	194	2.47431681E-1	DAVIES_SUCCESS
chr2	176790409	176867514	-	80856	KIAA1715	349	2.24880952E-1	DAVIES_SUCCESS
chr2	176944834	176948690	-	344191	EVX2	172	5.50567237E-2	DAVIES_SUCCESS
chr2	176957531	176960666	+	3239	HOXD13	166	5.11580475E-2	DAVIES_SUCCESS
chr2	176964529	176965488	+	3238	HOXD12	155	4.04938858E-2	DAVIES_SUCCESS
chr2	176969249	176974316	+	3237	HOXD11	145	3.87655547E-2	DAVIES_SUCCESS
chr2	176981491	176984670	+	3236	HOXD10	143	6.54578314E-2	DAVIES_SUCCESS
chr2	176987412	176989645	+	3235	HOXD9	143	1.20883742E-1	DAVIES_SUCCESS
chr2	176994421	176997423	+	3234	HOXD8	156	2.07434107E-1	DAVIES_SUCCESS
chr2	176999568	177001826	-	100506783	HOXD-AS2	157	2.19929712E-1	DAVIES_SUCCESS
chr2	177015030	177015140	+	406903	MIR10B	138	7.14623852E-1	DAVIES_SUCCESS
chr2	177016112	177017949	+	3233	HOXD4	140	7.15646838E-1	DAVIES_SUCCESS
chr2	177028804	177037826	+	3232	HOXD3	174	8.77523114E-1	DAVIES_SUCCESS
chr2	177037923	177053686	-	401022	HOXD-AS1	204	9.58068403E-1	DAVIES_SUCCESS
chr2	177053306	177055635	+	3231	HOXD1	190	9.53137386E-1	DAVIES_SUCCESS
chr2	177134122	177202753	+	10651	MTX2	289	4.12765047E-1	DAVIES_SUCCESS
chr2	177465707	177465780	-	100302142	MIR1246	198	8.24247286E-1	DAVIES_SUCCESS
chr2	177494308	177502302	-	375295	LOC375295	230	8.40581446E-1	DAVIES_SUCCESS
chr2	178077421	178088685	+	220988	HNRNPA3	123	1.07764974E-1	DAVIES_SUCCESS
chr2	178095030	178257419	-	4780	NFE2L2	387	8.59612401E-2	DAVIES_SUCCESS
chr2	178120672	178120738	-	100422824	MIR3128	166	1.98791807E-1	DAVIES_SUCCESS
chr2	178148241	178257419	-	100130691	LOC100130691	334	9.81511188E-2	DAVIES_SUCCESS
chr2	178257470	178408564	+	8540	AGPS	362	2.43163705E-2	DAVIES_SUCCESS
chr2	178414880	178417524	-	150737	TTC30B	163	2.42644459E-2	DAVIES_SUCCESS
chr2	178479025	178483694	-	92104	TTC30A	318	3.39930493E-2	DAVIES_SUCCESS
chr2	178487976	178973066	-	50940	PDE11A	1583	9.33746368E-2	DAVIES_SUCCESS
chr2	178977181	178994382	+	129831	RBM45	243	1.70740206E-1	DAVIES_SUCCESS
chr2	179059207	179264160	+	114880	OSBPL6	552	4.89448623E-1	DAVIES_SUCCESS
chr2	179246804	179541009	+	100302152	MIR548N	348	7.69638862E-1	DAVIES_SUCCESS
chr2	179296140	179315958	-	8575	PRKRA	111	4.43389367E-1	DAVIES_SUCCESS
chr2	179316162	179326110	+	494513	DFNB59	96	4.30077387E-1	DAVIES_SUCCESS
chr2	179328390	179343355	-	51661	FKBP7	104	5.04890339E-1	DAVIES_SUCCESS
chr2	179345198	179369782	+	65977	PLEKHA3	95	6.4311063E-1	DAVIES_SUCCESS
chr2	179387553	179484944	+	100506866	TTN-AS1	104	8.79801572E-1	DAVIES_SUCCESS
chr2	179390716	179672150	-	7273	TTN	317	9.00179807E-1	DAVIES_SUCCESS
chr2	179694483	179914786	-	285025	CCDC141	739	6.57081732E-1	DAVIES_SUCCESS
chr2	179966418	180129350	-	91404	SESTD1	589	5.32637576E-1	DAVIES_SUCCESS
chr2	180306710	180726232	-	151126	ZNF385B	1510	9.38906947E-1	DAVIES_SUCCESS
chr2	180725562	180725635	-	100302172	MIR1258	179	8.21501614E-1	DAVIES_SUCCESS
chr2	180809603	180871840	-	57703	CWC22	409	7.70724375E-1	DAVIES_SUCCESS
chr2	181845111	181928150	+	10477	UBE2E3	437	9.51633343E-1	DAVIES_SUCCESS
chr2	182170319	182170379	-	100616213	MIR4437	236	7.34086623E-1	DAVIES_SUCCESS
chr2	182321618	182402468	+	3676	ITGA4	378	5.33696369E-1	DAVIES_SUCCESS
chr2	182401400	182545392	-	375298	CERKL	482	8.40995644E-1	DAVIES_SUCCESS
chr2	182540832	182545392	-	4760	NEUROD1	148	9.61297506E-1	DAVIES_SUCCESS
chr2	182756471	182795464	+	6744	SSFA2	36	8.30169832E-3	DAVIES_SUCCESS
chr2	182850550	182996109	+	151242	PPP1R1C	347	6.94903956E-1	DAVIES_SUCCESS
chr2	183004761	183387572	-	5136	PDE1A	1057	7.19078538E-1	DAVIES_SUCCESS
chr2	183580767	183644750	+	54431	DNAJC10	201	2.15109986E-1	DAVIES_SUCCESS
chr2	183698004	183731498	-	2487	FRZB	231	4.11465279E-1	DAVIES_SUCCESS
chr2	183789578	183903586	-	10787	NCKAP1	346	7.14922455E-1	DAVIES_SUCCESS
chr2	183943286	183964722	+	142679	DUSP19	371	6.52106324E-1	DAVIES_SUCCESS
chr2	183984749	184026408	+	129401	NUP35	585	5.61516931E-1	DAVIES_SUCCESS
chr2	185463092	185804214	+	91752	ZNF804A	706	1.80316793E-2	DAVIES_SUCCESS
chr2	186603354	186698016	+	401024	FSIP2	369	3.7967466E-1	DAVIES_SUCCESS
chr2	187350884	187374087	+	55854	ZC3H15	218	5.12280132E-1	DAVIES_SUCCESS
chr2	187454789	187545629	+	3685	ITGAV	269	6.38125965E-1	DAVIES_SUCCESS
chr2	187558788	187628512	+	165215	FAM171B	236	9.53120328E-1	DAVIES_SUCCESS
chr2	187692206	187713897	-	151112	ZSWIM2	265	9.28748444E-1	DAVIES_SUCCESS
chr2	188206689	188313021	-	10203	CALCRL	377	7.77024834E-2	DAVIES_SUCCESS
chr2	188328957	188419219	-	7035	TFPI	314	1.13291415E-1	DAVIES_SUCCESS
chr2	189156395	189460652	+	51454	GULP1	495	1.69463041E-1	DAVIES_SUCCESS
chr2	189162218	189162315	+	693146	MIR561	254	2.09952671E-1	DAVIES_SUCCESS
chr2	189598464	189654831	-	116093	DIRC1	263	6.546232E-1	DAVIES_SUCCESS
chr2	189839098	189877472	+	1281	COL3A1	230	3.36157231E-1	DAVIES_SUCCESS
chr2	189842817	189842886	+	100302219	MIR1245A	165	1.7412555E-1	DAVIES_SUCCESS
chr2	189842819	189842887	-	100616324	MIR1245B	165	1.7412555E-1	DAVIES_SUCCESS
chr2	189860355	189860418	+	100500837	MIR3606	162	2.84112293E-1	DAVIES_SUCCESS
chr2	189896640	190044605	-	1290	COL5A2	436	4.46901617E-1	DAVIES_SUCCESS
chr2	189997761	189997837	-	100422908	MIR3129	216	4.7430658E-1	DAVIES_SUCCESS
chr2	190306158	190340264	+	84128	WDR75	199	3.5872458E-1	DAVIES_SUCCESS
chr2	190425315	190448484	-	30061	SLC40A1	188	4.66353015E-1	DAVIES_SUCCESS
chr2	190526124	190535557	+	54529	ASNSD1	112	4.36015597E-1	DAVIES_SUCCESS
chr2	190539218	190611376	+	150709	ANKAR	150	2.88529032E-1	DAVIES_SUCCESS
chr2	190611385	190627953	-	64172	OSGEPL1	97	2.1602458E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr2	190627505	190630282	+	101409258	OSGEPL1-AS1	90	2.19612919E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr2	190634992	190649097	-	94101	ORMDL1	101	2.4103448E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr2	190648810	190742355	+	5378	PMS1	136	1.88350372E-1	DAVIES_SUCCESS
chr2	190920425	190927455	-	2660	MSTN	120	2.44384639E-1	DAVIES_SUCCESS
chr2	191002485	191068210	+	84281	C2orf88	320	5.53324406E-1	DAVIES_SUCCESS
chr2	191069359	191184771	-	26275	HIBCH	504	8.871798E-1	DAVIES_SUCCESS
chr2	191208195	191236391	+	3628	INPP1	286	9.55795717E-1	DAVIES_SUCCESS
chr2	191273080	191367041	+	54842	MFSD6	439	9.7378951E-1	DAVIES_SUCCESS
chr2	191371618	191399468	-	100131211	TMEM194B	246	9.43720584E-1	DAVIES_SUCCESS
chr2	191513847	191557492	+	4664	NAB1	267	9.84088692E-1	DAVIES_SUCCESS
chr2	191745546	191830270	+	2744	GLS	274	8.72498346E-1	DAVIES_SUCCESS
chr2	191833761	191878976	-	6772	STAT1	213	8.25732966E-1	DAVIES_SUCCESS
chr2	191894301	192038902	-	6775	STAT4	408	1.77979544E-1	DAVIES_SUCCESS
chr2	192110106	192290115	+	4430	MYO1B	310	2.20799165E-1	DAVIES_SUCCESS
chr2	192542797	192553248	+	64859	NABP1	223	5.75672626E-1	DAVIES_SUCCESS
chr2	192699031	192712006	-	8436	SDPR	146	1.77331983E-1	DAVIES_SUCCESS
chr2	192813771	193059644	-	23671	TMEFF2	496	5.83676966E-1	DAVIES_SUCCESS
chr2	193614570	193641625	+	64002	PCGEM1	159	1.48674698E-1	DAVIES_SUCCESS
chr2	196521531	196602426	+	57181	SLC39A10	241	4.99772732E-1	DAVIES_SUCCESS
chr2	196602426	196933536	-	56171	DNAH7	553	4.91695083E-1	DAVIES_SUCCESS
chr2	196998306	197041227	-	9262	STK17B	329	3.85893201E-1	DAVIES_SUCCESS
chr2	197063976	197457335	-	57520	HECW2	932	6.18711361E-1	DAVIES_SUCCESS
chr2	197504355	197597530	+	284992	CCDC150	300	8.49804146E-1	DAVIES_SUCCESS
chr2	197565358	197577736	-	100130452	LOC100130452	147	7.88326378E-1	DAVIES_SUCCESS
chr2	197627755	197664492	-	9330	GTF3C3	137	5.98583036E-1	DAVIES_SUCCESS
chr2	197669138	197675000	-	401027	C2orf66	111	4.71325373E-1	DAVIES_SUCCESS
chr2	197697727	197792519	-	80055	PGAP1	260	4.43861381E-1	DAVIES_SUCCESS
chr2	197831740	198175521	-	91526	ANKRD44	750	6.97743141E-1	DAVIES_SUCCESS
chr2	198256697	198299771	-	23451	SF3B1	137	3.24114524E-1	DAVIES_SUCCESS
chr2	198318230	198339851	+	80219	COQ10B	99	2.94540725E-1	DAVIES_SUCCESS
chr2	198351307	198364998	-	3329	HSPD1	103	2.73846555E-1	DAVIES_SUCCESS
chr2	198364720	198418423	+	100529241	HSPE1-MOB4	131	2.80046281E-1	DAVIES_SUCCESS
chr2	198380294	198418423	+	25843	MOB4	119	3.02455818E-1	DAVIES_SUCCESS
chr2	198435526	198540584	-	130132	RFTN2	230	3.89150241E-1	DAVIES_SUCCESS
chr2	198570027	198573114	+	92935	MARS2	133	4.43062375E-1	DAVIES_SUCCESS
chr2	198591602	198650938	-	66037	BOLL	165	4.36562108E-1	DAVIES_SUCCESS
chr2	198669425	199014608	+	5334	PLCL1	621	4.86871128E-1	DAVIES_SUCCESS
chr2	200134222	200335989	-	23314	SATB2	275	8.01024155E-1	DAVIES_SUCCESS
chr2	200332820	200337481	+	150538	SATB2-AS1	69	7.59341704E-1	DAVIES_SUCCESS
chr2	200625258	200715896	-	348751	FTCDNL1	266	7.24189543E-1	DAVIES_SUCCESS
chr2	200775978	200792996	+	205327	C2orf69	137	2.65625599E-1	DAVIES_SUCCESS
chr2	200793633	200820459	-	129450	TYW5	156	2.65456804E-1	DAVIES_SUCCESS
chr2	200820039	200828847	+	79568	C2orf47	134	2.4921582E-1	DAVIES_SUCCESS
chr2	201170603	201346986	+	26010	SPATS2L	453	3.96013158E-1	DAVIES_SUCCESS
chr2	201353683	201374792	-	130535	KCTD18	214	2.62099101E-1	DAVIES_SUCCESS
chr2	201390864	201448818	+	151246	SGOL2	342	1.99774174E-1	DAVIES_SUCCESS
chr2	201450730	201536217	+	316	AOX1	411	1.79190019E-1	DAVIES_SUCCESS
chr2	201560445	201658941	+	344454	AOX2P	413	4.03320607E-1	DAVIES_SUCCESS
chr2	201577027	201599900	-	100507140	LOC100507140	311	6.06183969E-1	DAVIES_SUCCESS
chr2	201676268	201688569	+	9689	BZW1	195	3.4314077E-1	DAVIES_SUCCESS
chr2	201717731	201729467	-	1195	CLK1	115	2.29346598E-1	DAVIES_SUCCESS
chr2	201735678	201753849	-	53938	PPIL3	109	3.20726731E-1	DAVIES_SUCCESS
chr2	201754049	201768655	+	60491	NIF3L1	101	3.78383291E-1	DAVIES_SUCCESS
chr2	201774893	201828424	-	4999	ORC2	93	3.57256442E-1	DAVIES_SUCCESS
chr2	201838440	201936392	-	285172	FAM126B	106	3.35007139E-1	DAVIES_SUCCESS
chr2	201936461	201950473	+	4709	NDUFB3	69	3.76241108E-1	DAVIES_SUCCESS
chr2	201980876	202037411	+	8837	CFLAR	127	1.53372346E-1	DAVIES_SUCCESS
chr2	202005011	202022515	-	65072	CFLAR-AS1	103	1.48747054E-1	DAVIES_SUCCESS
chr2	202047620	202094129	+	843	CASP10	179	9.03520394E-2	DAVIES_SUCCESS
chr2	202098165	202152434	+	841	CASP8	216	2.52803875E-2	DAVIES_SUCCESS
chr2	202153146	202222121	-	130540	ALS2CR12	304	2.22711629E-2	DAVIES_SUCCESS
chr2	202241929	202316319	-	66008	TRAK2	218	5.9454877E-2	DAVIES_SUCCESS
chr2	202316391	202345574	+	55437	STRADB	154	3.07796012E-1	DAVIES_SUCCESS
chr2	202352143	202483905	-	151254	ALS2CR11	450	5.11377947E-2	DAVIES_SUCCESS
chr2	202484906	202508252	-	65062	TMEM237	209	7.66468297E-2	DAVIES_SUCCESS
chr2	202509596	202563417	-	58538	MPP4	322	1.12685285E-1	DAVIES_SUCCESS
chr2	202564985	202645895	-	57679	ALS2	370	1.61066643E-1	DAVIES_SUCCESS
chr2	202655176	202760273	+	65061	CDK15	270	3.00968432E-1	DAVIES_SUCCESS
chr2	202899309	202903160	+	8324	FZD7	259	3.07568855E-1	DAVIES_SUCCESS
chr2	202937977	203061886	+	100652824	LOC100652824	493	4.33193336E-1	DAVIES_SUCCESS
chr2	203070902	203103322	-	7341	SUMO1	223	7.13824775E-1	DAVIES_SUCCESS
chr2	203130514	203168384	+	51602	NOP58	211	7.5519071E-1	DAVIES_SUCCESS
chr2	203141153	203141241	+	692110	SNORD70	148	7.25870809E-1	DAVIES_SUCCESS
chr2	203156039	203156151	+	100113392	SNORD11B	155	7.63061529E-1	DAVIES_SUCCESS
chr2	203157773	203157857	+	692058	SNORD11	154	7.64422952E-1	DAVIES_SUCCESS
chr2	203241049	203432474	+	659	BMPR2	383	8.39846732E-1	DAVIES_SUCCESS
chr2	203499900	203634480	+	150864	FAM117B	243	6.84116055E-1	DAVIES_SUCCESS
chr2	203637872	203736371	-	130026	ICA1L	292	7.91369541E-1	DAVIES_SUCCESS
chr2	203745322	203776949	-	55759	WDR12	203	8.16766389E-1	DAVIES_SUCCESS
chr2	203776977	203851060	+	79800	ALS2CR8	228	7.51439689E-1	DAVIES_SUCCESS
chr2	203879601	204091101	+	65065	NBEAL1	251	5.27983712E-1	DAVIES_SUCCESS
chr2	204103163	204170563	+	57404	CYP20A1	128	5.49220589E-1	DAVIES_SUCCESS
chr2	204193002	204296892	+	10152	ABI2	142	8.65569295E-1	DAVIES_SUCCESS
chr2	204298538	204400058	-	65059	RAPH1	159	7.84949123E-1	DAVIES_SUCCESS
chr2	204571197	204603636	+	940	CD28	202	2.32202075E-2	DAVIES_SUCCESS
chr2	204732510	204738683	+	1493	CTLA4	206	3.98520969E-2	DAVIES_SUCCESS
chr2	204801470	204826298	+	29851	ICOS	284	8.73518237E-2	DAVIES_SUCCESS
chr2	205410515	206484886	+	117583	PARD3B	1913	7.52109851E-2	DAVIES_SUCCESS
chr2	206547223	206662857	+	8828	NRP2	305	4.08281818E-1	DAVIES_SUCCESS
chr2	206858444	206950906	-	54891	INO80D	443	5.95391924E-1	DAVIES_SUCCESS
chr2	206980296	206981296	-	100329109	GCSHP3	186	6.61230938E-1	DAVIES_SUCCESS
chr2	206987802	207024243	-	4719	NDUFS1	262	6.39764301E-1	DAVIES_SUCCESS
chr2	207024317	207027653	+	1933	EEF1B2	211	6.42576417E-1	DAVIES_SUCCESS
chr2	207026604	207026674	+	26798	SNORD51	203	6.33389342E-1	DAVIES_SUCCESS
chr2	207026951	207027083	+	619569	SNORA41	204	6.36425196E-1	DAVIES_SUCCESS
chr2	207040041	207082771	-	2825	GPR1	321	7.98662814E-1	DAVIES_SUCCESS
chr2	207139522	207179148	+	57683	ZDBF2	222	8.76904114E-1	DAVIES_SUCCESS
chr2	207308367	207485854	+	8745	ADAM23	416	3.53476895E-1	DAVIES_SUCCESS
chr2	207507141	207514173	+	200726	LOC200726	242	4.16755068E-1	DAVIES_SUCCESS
chr2	207516344	207583120	-	391475	DYTN	468	5.24577718E-2	DAVIES_SUCCESS
chr2	207598941	207630050	-	130752	MDH1B	359	1.42770275E-2	DAVIES_SUCCESS
chr2	207630111	207660911	+	22868	FASTKD2	330	1.47880911E-2	DAVIES_SUCCESS
chr2	207647957	207648032	-	100422993	MIR3130-1	240	8.59183581E-3	DAVIES_SUCCESS
chr2	207804277	207834198	+	130749	CPO	312	2.39642215E-1	DAVIES_SUCCESS
chr2	207938861	208031970	-	8609	KLF7	417	1.6640619E-1	DAVIES_SUCCESS
chr2	207974710	207974797	-	100423036	MIR2355	249	1.53677963E-1	DAVIES_SUCCESS
chr2	208394615	208470284	+	1385	CREB1	254	8.53964652E-1	DAVIES_SUCCESS
chr2	208446076	208490065	-	151194	METTL21A	200	7.84192802E-1	DAVIES_SUCCESS
chr2	208576263	208620896	+	151195	CCNYL1	280	9.54707004E-1	DAVIES_SUCCESS
chr2	208619530	208619605	+	100616361	MIR4775	154	7.94537416E-1	DAVIES_SUCCESS
chr2	208627309	208634143	-	7855	FZD5	151	8.01258113E-1	DAVIES_SUCCESS
chr2	208686011	208890284	-	389072	PLEKHM3	497	8.73986288E-2	DAVIES_SUCCESS
chr2	208983852	209021486	+	100507443	LOC100507443	504	8.43202533E-3	DAVIES_SUCCESS
chr2	208986330	209028297	-	1421	CRYGD	502	1.01486015E-2	DAVIES_SUCCESS
chr2	208992860	208994554	-	1420	CRYGC	374	9.36984284E-2	DAVIES_SUCCESS
chr2	209007296	209010877	-	1419	CRYGB	394	7.96758136E-2	DAVIES_SUCCESS
chr2	209025463	209028297	-	1418	CRYGA	353	3.75117181E-2	DAVIES_SUCCESS
chr2	209030070	209054773	-	389073	C2orf80	363	3.45360089E-2	DAVIES_SUCCESS
chr2	209100952	209119806	-	3417	IDH1	165	8.53367986E-3	DAVIES_SUCCESS
chr2	209119956	209120918	+	100507475	IDH1-AS1	100	3.36015181E-1	DAVIES_SUCCESS
chr2	209130990	209223475	+	200576	PIKFYVE	201	7.05643996E-1	DAVIES_SUCCESS
chr2	209224568	209704818	+	5746	PTH2R	949	5.09386102E-1	DAVIES_SUCCESS
chr2	210288770	210598834	+	4133	MAP2	656	8.93228101E-2	DAVIES_SUCCESS
chr2	210636716	210864024	+	285175	UNC80	385	4.58350612E-1	DAVIES_SUCCESS
chr2	210867288	210886984	+	6120	RPE	82	8.27943802E-1	DAVIES_SUCCESS
chr2	210885434	211036051	-	151050	KANSL1L	146	8.95472836E-1	DAVIES_SUCCESS
chr2	211052715	211090215	-	33	ACADL	82	9.64957234E-1	DAVIES_SUCCESS
chr2	211154867	211179895	-	4632	MYL1	189	9.98628516E-1	DAVIES_SUCCESS
chr2	211295972	211341499	-	10314	LANCL1	332	1.54323404E-1	DAVIES_SUCCESS
chr2	211342405	211543831	+	1373	CPS1	665	1.14029186E-1	DAVIES_SUCCESS
chr2	211482294	211484599	+	29034	CPS1-IT1	148	4.39911447E-1	DAVIES_SUCCESS
chr2	212240441	213403352	-	2066	ERBB4	3392	7.55663945E-1	DAVIES_SUCCESS
chr2	213290986	213291084	-	100313771	MIR548F2	230	9.51314066E-1	DAVIES_SUCCESS
chr2	213790980	213791060	-	100616472	MIR4776-2	241	5.12830855E-2	DAVIES_SUCCESS
chr2	213864410	214016333	-	22807	IKZF2	533	2.03489598E-1	DAVIES_SUCCESS
chr2	214141276	214148929	-	100130451	LOC100130451	193	4.45001872E-2	DAVIES_SUCCESS
chr2	214149102	215275225	+	79582	SPAG16	2261	1.11532745E-2	DAVIES_SUCCESS
chr2	215276460	215440653	+	402117	VWC2L	570	3.48661171E-1	DAVIES_SUCCESS
chr2	215374905	215401613	+	100885780	VWC2L-IT1	302	5.14370743E-1	DAVIES_SUCCESS
chr2	215593274	215674428	-	580	BARD1	506	8.07828543E-1	DAVIES_SUCCESS
chr2	215796265	216003151	-	26154	ABCA12	425	5.68269024E-1	DAVIES_SUCCESS
chr2	216176678	216214496	+	471	ATIC	333	5.38237249E-1	DAVIES_SUCCESS
chr2	216225178	216300791	-	2335	FN1	431	2.55735144E-1	DAVIES_SUCCESS
chr2	216476285	216708259	-	646324	LINC00607	637	4.88078845E-1	DAVIES_SUCCESS
chr2	216807313	216878346	-	55686	MREG	460	7.18866539E-1	DAVIES_SUCCESS
chr2	216861028	216946539	-	55825	PECR	437	1.13431457E-1	DAVIES_SUCCESS
chr2	216946588	216967506	+	92691	TMEM169	221	3.72688689E-2	DAVIES_SUCCESS
chr2	216974019	217071016	+	7520	XRCC5	370	2.08053032E-1	DAVIES_SUCCESS
chr2	217081611	217084915	+	150967	PKI55	222	8.85093563E-1	DAVIES_SUCCESS
chr2	217122584	217236750	-	57574	MARCH4	448	8.5261374E-1	DAVIES_SUCCESS
chr2	217277136	217347774	+	50485	SMARCAL1	331	7.61222238E-1	DAVIES_SUCCESS
chr2	217363519	217366188	+	6168	RPL37A	169	7.83210429E-1	DAVIES_SUCCESS
chr2	217498126	217529158	+	3485	IGFBP2	180	1.18197173E-1	DAVIES_SUCCESS
chr2	217536827	217560272	-	3488	IGFBP5	184	1.27356896E-1	DAVIES_SUCCESS
chr2	217724181	217724782	-	7141	TNP1	190	7.95096879E-1	DAVIES_SUCCESS
